filename,width,height,class,xmin,ymin,xmax,ymax
image286.jpg,800,600,Red,260,476,302,535
image286.jpg,800,600,Red,380,476,414,538
image287.jpg,800,600,Red,142,468,180,533
image287.jpg,800,600,Red,264,470,294,544
image287.jpg,800,600,Red,381,477,421,551
image305.jpg,800,600,Red,173,356,216,471
image305.jpg,800,600,Red,372,372,417,478
image305.jpg,800,600,Red,560,372,619,484
image306.jpg,800,600,Red,169,362,222,472
image306.jpg,800,600,Red,373,362,410,479
image306.jpg,800,600,Red,565,375,610,483
image307.jpg,800,600,Red,164,359,216,462
image307.jpg,800,600,Red,363,363,421,473
image307.jpg,800,600,Red,568,368,610,483
image308.jpg,800,600,Red,168,361,220,465
image308.jpg,800,600,Red,370,366,405,474
image308.jpg,800,600,Red,572,374,619,476
image309.jpg,800,600,Red,165,360,215,471
image309.jpg,800,600,Red,369,370,421,471
image309.jpg,800,600,Red,564,372,622,487
image310.jpg,800,600,Red,162,365,218,462
image310.jpg,800,600,Red,371,365,419,475
image310.jpg,800,600,Red,560,377,623,473
image377.jpg,800,600,Red,396,481,445,547
image377.jpg,800,600,Red,509,489,539,550
image377.jpg,800,600,Red,626,486,660,552
image383.jpg,800,600,Red,148,341,204,455
image383.jpg,800,600,Red,364,347,416,469
image383.jpg,800,600,Red,573,345,623,479
image384.jpg,800,600,Red,148,339,199,448
image384.jpg,800,600,Red,371,343,414,456
image384.jpg,800,600,Red,575,333,646,465
image385.jpg,800,600,Red,156,334,208,450
image385.jpg,800,600,Red,365,335,421,466
image385.jpg,800,600,Red,579,350,627,474
image386.jpg,800,600,Red,150,336,198,457
image386.jpg,800,600,Red,363,344,427,464
image386.jpg,800,600,Red,578,352,629,470
image387.jpg,800,600,Red,155,343,196,447
image387.jpg,800,600,Red,370,348,418,449
image387.jpg,800,600,Red,584,352,626,459
image388.jpg,800,600,Red,153,471,176,533
image388.jpg,800,600,Red,269,473,292,534
image388.jpg,800,600,Red,384,476,404,533
image3881.jpg,800,600,Red,153,343,198,450
image3881.jpg,800,600,Red,373,346,416,454
image3881.jpg,800,600,Red,583,353,631,459
image389.jpg,800,600,Red,151,466,178,528
image389.jpg,800,600,Red,271,474,290,532
image389.jpg,800,600,Red,384,475,408,537
image478.jpg,800,600,Red,402,482,431,544
image478.jpg,800,600,Red,515,487,540,541
image478.jpg,800,600,Red,625,487,647,544
image479.jpg,800,600,Red,406,482,425,538
image479.jpg,800,600,Red,516,487,539,544
image479.jpg,800,600,Red,626,486,648,544
image490.jpg,800,600,Red,153,468,174,529
image490.jpg,800,600,Red,269,475,291,534
image490.jpg,800,600,Red,383,474,412,538
image491.jpg,800,600,Red,154,471,171,530
image491.jpg,800,600,Red,268,472,290,535
image491.jpg,800,600,Red,379,478,412,537
image503.jpg,800,600,Green,156,345,198,447
image503.jpg,800,600,Green,374,348,413,451
image503.jpg,800,600,Green,580,353,625,459
image504.jpg,800,600,Green,152,339,205,449
image504.jpg,800,600,Green,368,352,416,451
image504.jpg,800,600,Green,583,354,629,459
image505.jpg,800,600,Green,153,339,200,448
image505.jpg,800,600,Green,370,351,415,455
image505.jpg,800,600,Green,587,356,630,457
image506.jpg,800,600,Green,158,337,193,449
image506.jpg,800,600,Green,375,347,415,454
image506.jpg,800,600,Green,585,351,629,457
image507.jpg,800,600,Green,157,340,197,449
image507.jpg,800,600,Green,374,347,415,450
image507.jpg,800,600,Green,589,355,622,458
image508.jpg,800,600,Green,156,337,199,451
image508.jpg,800,600,Green,372,351,416,454
image508.jpg,800,600,Green,583,354,626,458
image509.jpg,800,600,Green,155,337,199,446
image509.jpg,800,600,Green,374,344,417,453
image509.jpg,800,600,Green,582,349,633,462
image510.jpg,800,600,Green,156,341,202,448
image510.jpg,800,600,Green,370,349,410,454
image510.jpg,800,600,Green,588,352,629,457
image511.jpg,800,600,Green,157,334,194,445
image511.jpg,800,600,Green,374,344,415,455
image511.jpg,800,600,Green,589,356,629,461
image512.jpg,800,600,Green,153,333,191,445
image512.jpg,800,600,Green,372,340,413,451
image512.jpg,800,600,Green,590,346,637,454
image513.jpg,800,600,Green,149,330,195,446
image513.jpg,800,600,Green,369,343,419,448
image513.jpg,800,600,Green,585,348,635,458
image514.jpg,800,600,Green,149,325,197,447
image514.jpg,800,600,Green,370,339,416,449
image514.jpg,800,600,Green,588,348,638,454
image533.jpg,800,600,Green,63,191,137,350
image533.jpg,800,600,Green,376,201,440,356
image533.jpg,800,600,Green,681,211,741,359
image534.jpg,800,600,Green,38,153,113,327
image534.jpg,800,600,Green,377,166,452,332
image534.jpg,800,600,Green,708,174,779,347
image535.jpg,800,600,Green,46,157,98,323
image535.jpg,800,600,Green,379,164,449,328
image535.jpg,800,600,Green,709,177,772,338
image536.jpg,800,600,Green,47,158,103,321
image536.jpg,800,600,Green,379,163,449,333
image536.jpg,800,600,Green,705,181,783,339
image537.jpg,800,600,Green,22,112,90,291
image537.jpg,800,600,Green,379,129,451,308
image537.jpg,800,600,Green,729,134,799,315
image538.jpg,800,600,Green,17,118,99,297
image538.jpg,800,600,Green,374,126,449,302
image538.jpg,800,600,Green,725,141,800,308
image539.jpg,800,600,Green,17,119,91,296
image539.jpg,800,600,Green,381,135,452,303
image539.jpg,800,600,Green,726,139,800,308
image540.jpg,800,600,Yellow,6,97,81,281
image540.jpg,800,600,Yellow,379,106,453,289
image540.jpg,800,600,Yellow,745,121,800,300
image541.jpg,800,600,Yellow,5,95,84,287
image541.jpg,800,600,Yellow,379,110,460,284
image541.jpg,800,600,Yellow,749,124,800,296
image542.jpg,800,600,Yellow,9,93,79,273
image542.jpg,800,600,Yellow,376,108,449,282
image542.jpg,800,600,Yellow,746,116,797,305
image543.jpg,800,600,Yellow,7,96,83,288
image543.jpg,800,600,Yellow,379,112,452,290
image543.jpg,800,600,Yellow,732,113,800,297
image544.jpg,800,600,Yellow,6,77,79,276
image544.jpg,800,600,Yellow,372,90,464,290
image544.jpg,800,600,Yellow,752,110,800,306
image553.jpg,800,600,Yellow,2,71,66,260
image553.jpg,800,600,Yellow,375,81,464,274
image553.jpg,800,600,Yellow,765,98,800,263
image554.jpg,800,600,Yellow,5,49,62,264
image554.jpg,800,600,Yellow,368,69,472,283
image554.jpg,800,600,Yellow,758,85,800,282
image555.jpg,800,600,Yellow,4,44,75,273
image555.jpg,800,600,Yellow,362,62,480,281
image555.jpg,800,600,Yellow,762,83,800,286
image556.jpg,800,600,Yellow,4,61,71,261
image556.jpg,800,600,Yellow,374,77,466,280
image556.jpg,800,600,Yellow,765,97,800,286
image557.jpg,800,600,Yellow,1,53,69,259
image557.jpg,800,600,Yellow,374,79,466,275
image557.jpg,800,600,Yellow,762,88,800,277
image558.jpg,800,600,Yellow,2,52,73,261
image558.jpg,800,600,Yellow,376,63,460,274
image558.jpg,800,600,Yellow,754,71,800,282
image559.jpg,800,600,Yellow,3,41,68,265
image559.jpg,800,600,Yellow,378,75,466,274
image559.jpg,800,600,Yellow,757,78,800,286
image560.jpg,800,600,Yellow,4,43,60,272
image560.jpg,800,600,Yellow,366,70,478,277
image560.jpg,800,600,Yellow,762,72,800,278
image561.jpg,800,600,Yellow,2,45,69,261
image561.jpg,800,600,Yellow,372,64,484,276
image561.jpg,800,600,Yellow,759,62,799,288
image564.jpg,800,600,Red,2,36,57,259
image564.jpg,800,600,Red,375,48,470,271
image571.jpg,800,600,Red,2,7,38,232
image571.jpg,800,600,Red,377,28,481,256
image572.jpg,800,600,Red,3,11,35,235
image572.jpg,800,600,Red,371,32,483,261
image573.jpg,800,600,Red,375,3,472,235
image574.jpg,800,600,Red,373,10,504,254
image575.jpg,800,600,Red,371,11,490,239
image576.jpg,800,600,Red,369,1,510,236
image577.jpg,800,600,Red,370,4,505,211
image578.jpg,800,600,Red,374,4,484,211
